otu_id	kingdom	phylum	class	order	family	genus	species
JQ190505.1.1331	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	
JQ190528.1.1356	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002	
JQ190553.1.1364	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
JQ190570.1.1338	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	
JQ190579.1.1367	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Leyella	
JQ190636.1.1334	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
JQ190673.1.1341	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	
JQ190674.1.1353	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	
JQ190683.1.1348	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Asteroleplasma	
JQ190740.1.1333	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia	
JQ190750.1.1364	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Incertae Sedis	
JQ190810.1.1343	Bacteria	Cyanobacteriota	Vampirivibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag_111	
JQ190854.1.1350	Bacteria	Bacillota	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	
JQ190867.1.1333	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia	
JQ190882.1.1331	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	
JQ190945.1.1317	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	
JQ190973.1.1344	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	
JQ190990.1.1323	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	
JQ190998.1.1414	Bacteria	Bacillota	Bacilli	RF39	Incertae Sedis	Incertae Sedis	
JQ191008.1.1326	Bacteria	Bacillota	Bacilli	RF39	Incertae Sedis	Incertae Sedis	
JQ191009.1.1318	Bacteria	Bacillota	Bacilli	RF39	Incertae Sedis	Incertae Sedis	
JQ191010.1.1336	Bacteria	Bacillota	Bacilli	RF39	Incertae Sedis	Incertae Sedis	
JQ191011.1.1340	Bacteria	Bacillota	Bacilli	RF39	Incertae Sedis	Incertae Sedis	
JQ191012.1.1337	Bacteria	Bacillota	Bacilli	RF39	Incertae Sedis	Incertae Sedis	
JQ191013.1.1324	Bacteria	Bacillota	Bacilli	RF39	Incertae Sedis	Incertae Sedis	
JQ191019.1.1341	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	
JQ191020.1.1389	Bacteria	Bacillota	Bacilli	RF39	Incertae Sedis	Incertae Sedis	
JQ191021.1.1348	Bacteria	Bacillota	Clostridia	Oscillospirales	UCG-010	Incertae Sedis	
JQ191031.1.1331	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	
JQ191033.1.1348	Bacteria	Bacillota	Clostridia	Oscillospirales	UCG-010	Incertae Sedis	
JQ191035.1.1354	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Incertae Sedis	
JQ191036.1.1354	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Incertae Sedis	
JQ191037.1.1327	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Incertae Sedis	
JQ191043.1.1347	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII AD3011 group	
JQ191045.1.1353	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII AD3011 group	
JQ191047.1.1363	Bacteria	Bacillota	Clostridia	Oscillospirales	UCG-010	Incertae Sedis	
JQ191049.1.1327	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Incertae Sedis	
JQ191054.1.1334	Bacteria	Bacillota	Clostridia	Oscillospirales	UCG-010	Incertae Sedis	
JQ191063.1.1318	Bacteria	Bacillota	Bacilli	RF39	Incertae Sedis	Incertae Sedis	
JQ191065.1.1326	Bacteria	Bacillota	Bacilli	RF39	Incertae Sedis	Incertae Sedis	
JQ191067.1.1388	Bacteria	Bacillota	Bacilli	RF39	Incertae Sedis	Incertae Sedis	
JQ191071.1.1358	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Leyella	
JQ191099.1.1400	Bacteria	Bacillota	Clostridia	Peptococcales	Peptococcaceae	Incertae Sedis	
JQ191100.1.1399	Bacteria	Bacillota	Clostridia	Peptococcales	Peptococcaceae	Incertae Sedis	
JQ191104.1.1350	Bacteria	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	
JQ191107.1.1383	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Incertae Sedis	
JQ191109.1.1350	Bacteria	Bacillota	Clostridia	Incertae Sedis	Incertae Sedis	Incertae Sedis	
JQ191110.1.1335	Bacteria	Bacillota	Clostridia	Clostridia vadinBB60 group	Incertae Sedis	Incertae Sedis	
JQ191112.1.1375	Bacteria	Bacillota	Clostridia	Clostridia vadinBB60 group	Incertae Sedis	Incertae Sedis	
JQ191113.1.1361	Bacteria	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	
JQ191119.1.1352	Bacteria	Bacillota	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	
JQ191124.1.1356	Bacteria	Bacillota	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	
JQ191125.1.1355	Bacteria	Bacillota	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	Incertae Sedis	
JQ191126.1.1351	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	
JQ191128.1.1335	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	
JQ191129.1.1352	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	
JQ191130.1.1351	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002	
JQ191131.1.1350	Bacteria	Bacillota	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	
JQ191139.1.1366	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Thermomonas	
JQ191141.1.1357	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	
JQ191142.1.1334	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	vadinBE97	Incertae Sedis	
JQ191144.1.1308	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis	
JQ191145.1.1323	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Incertae Sedis	Incertae Sedis	
JQ191146.1.1321	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Incertae Sedis	Incertae Sedis	
JQ200645.1.1346	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
JQ202432.1.1336	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	
JQ202757.1.1343	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	
JQ204038.1.1340	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	
JQ207307.1.1339	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcus	
JQ207369.1.1361	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
JQ207371.1.1350	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	
JQ207379.1.1348	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Incertae Sedis	
JQ207380.1.1342	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	
JQ207387.1.1351	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella	
JQ207409.1.1329	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
JQ207432.1.1360	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	
JQ207490.1.1333	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea	
JQ207512.1.1342	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	
JQ207644.1.1336	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
JQ207682.1.1355	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	
JQ207745.1.1310	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcus	
JQ207787.1.1355	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella	
JQ207871.1.1355	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	
JQ207982.1.1330	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
JQ208004.1.1336	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
JQ208091.1.1338	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
JQ208120.1.1350	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-010	
JQ208201.1.1359	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	[Clostridium] innocuum group	
JQ208341.1.1351	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Incertae Sedis	
JQ208467.1.1354	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	
JQ208474.1.1334	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	
JQ208528.1.1332	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	
JQ208538.1.1355	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Incertae Sedis	Incertae Sedis	
JQ210783.1.1352	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII AD3011 group	
JQ215265.1.1359	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Incertae Sedis	
JQ215972.1.1347	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Parvimonas	
JQ245007.1.1039	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	
JQ245019.1.961	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	
JQ245025.1.1025	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	
JQ245041.1.1037	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	
JQ245042.1.943	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	
JQ245063.1.1047	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	
JQ248079.1.1513	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	
JQ248080.1.1512	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Incertae Sedis	
JQ248082.1.1511	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	
JQ248095.1.1513	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-008	
JQ248100.1.1505	Bacteria	Bacillota	Clostridia	Clostridia UCG-014	Incertae Sedis	Incertae Sedis	
JQ248103.1.1479	Bacteria	Bacillota	Clostridia	Clostridia vadinBB60 group	Incertae Sedis	Incertae Sedis	
JQ248104.1.1509	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Incertae Sedis	
JQ248109.1.1503	Bacteria	Bacillota	Clostridia	Clostridia UCG-014	Incertae Sedis	Incertae Sedis	
JQ248111.1.1514	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
JQ248113.1.1510	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Incertae Sedis	
JQ248114.1.1510	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	
JQ248574.25335.27270	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Incertae Sedis	
JQ248601.165626.167114	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	
JQ283169.1.1340	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	
JQ337043.1.1427	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	
JQ337049.1.1414	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Ornithobacterium	
JQ337119.1.1422	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
JQ337127.1.1433	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
JQ337130.1.1410	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
JQ354968.1.1364	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	
JQ388596.1.1363	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
JQ404450.1.1320	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Helcococcus	
JQ405339.1.1508	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	
JQ406531.1.1439	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae UCG-006	
JQ407981.1.1321	Bacteria	Chloroflexota	KD4-96	Incertae Sedis	Incertae Sedis	Incertae Sedis	
JQ413264.1.1224	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	
JQ447148.1.1394	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
JQ447520.1.1373	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	
JQ447599.1.1283	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
JQ447623.1.1398	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	
JQ447844.1.1343	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	
JQ447868.1.1385	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Parvimonas	
JQ447964.1.1226	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	
JQ447974.1.1416	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
JQ448023.1.1391	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	
JQ448042.1.1414	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	
JQ448059.1.1391	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	
JQ448119.1.1391	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	
JQ448516.1.1390	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
JQ448554.1.1421	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	
JQ448612.1.1371	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
JQ448760.1.1267	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	
JQ448815.1.1256	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	
JQ448855.1.1398	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	
JQ449018.1.1406	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	
JQ449062.1.1332	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	
JQ449228.1.1337	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	
JQ449398.1.1397	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
JQ449427.1.1398	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
JQ449434.1.1369	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcus	
JQ449438.1.1397	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
JQ449497.1.1392	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	
JQ449522.1.1362	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
JQ449532.1.1391	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
JQ449567.1.1414	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	
JQ449650.1.1392	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Incertae Sedis	
JQ449685.1.1421	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
JQ449806.1.1396	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	
JQ449830.1.1213	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	
JQ449887.1.1241	Bacteria	Bacillota	Bacilli	Staphylococcales	Gemellaceae	Gemella	
JQ449908.1.1364	Bacteria	Bacillota	Bacilli	Staphylococcales	Gemellaceae	Gemella	
JQ449955.1.1313	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Actinobacillus	
JQ449983.1.1321	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	
JQ450458.1.1346	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
JQ450660.1.1366	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
JQ450808.1.1206	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	
JQ450862.1.1208	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	
JQ451065.1.1311	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
JQ451131.1.1383	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Pseudoleptotrichia	
JQ451338.1.1358	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	
JQ451406.1.1398	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	
JQ451442.1.1284	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	
JQ451718.1.1364	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	
JQ451739.1.1406	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	
JQ451947.1.1228	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
JQ451970.1.1379	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Eikenella	
JQ451975.1.1393	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	
JQ451979.1.1251	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	
JQ451982.1.1222	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Aggregatibacter	
JQ451990.1.1341	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	
JQ452045.1.1339	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Aggregatibacter	
JQ452054.1.1220	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Aggregatibacter	
JQ452091.1.1277	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	
JQ452099.1.1291	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
JQ452110.1.1213	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
JQ452131.1.1355	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	
JQ452137.1.1333	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	
JQ452143.1.1204	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	
JQ452418.1.1314	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	
JQ452462.1.1238	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
JQ452469.1.1202	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	
JQ452519.1.1326	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	
JQ452521.1.1351	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
JQ452527.1.1392	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Johnsonella	
JQ452529.1.1200	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	
JQ452567.1.1389	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	F0332	
JQ452579.1.1247	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	
JQ452600.1.1310	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	
JQ452661.1.1216	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	
JQ452670.1.1361	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
JQ452674.1.1294	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	
JQ452681.1.1262	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	F0332	
JQ452742.1.1346	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	
JQ452758.1.1381	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	
JQ452941.1.1268	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	
JQ452971.1.1406	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	
JQ453094.1.1265	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	
JQ453285.1.1278	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	
JQ453304.1.1401	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
JQ453305.1.1202	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	
JQ453436.1.1239	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella	
JQ453473.1.1217	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	
JQ453480.1.1331	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	
JQ453492.1.1201	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	
JQ453506.1.1278	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
JQ454236.1.1363	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Arachnia	
JQ454438.1.1395	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	
JQ454613.1.1276	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7x	
JQ454681.1.1382	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Incertae Sedis	Incertae Sedis	
JQ454886.1.1381	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	
JQ454902.1.1417	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
JQ454959.1.1317	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	
JQ455155.1.1330	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	
JQ455205.1.1275	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	
JQ455206.1.1278	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	
JQ455246.1.1325	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	
JQ455259.1.1251	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	
JQ455260.1.1280	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	
JQ455283.1.1249	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Pseudoleptotrichia	
JQ455322.1.1364	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	Incertae Sedis	Incertae Sedis	
JQ455325.1.1211	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
